Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MySuite,Chrome 69.0.3497.100,,2018-10-17 15:03:25,2018-10-17 15:04:46,1m - 21.472s,ERROR
,,,,,,
Test Cases/TestCases/Compass_Application_Login,Chrome 69.0.3497.100,,2018-10-17 15:03:25,2018-10-17 15:03:34,8.390s,ERROR
callTestCase,Chrome 69.0.3497.100,,2018-10-17 15:03:26,2018-10-17 15:03:34,8.012s,PASSED
callTestCase,Chrome 69.0.3497.100,,2018-10-17 15:03:34,2018-10-17 15:03:34,0.012s,PASSED
,,,,,,
Test Cases/TestCases/Login,Chrome 69.0.3497.100,,2018-10-17 15:03:34,2018-10-17 15:04:28,54.142s,PASSED
callTestCase,Chrome 69.0.3497.100,,2018-10-17 15:03:34,2018-10-17 15:04:28,53.857s,PASSED
,,,,,,
Test Cases/TestCases/Smoke_Test_1,Chrome 69.0.3497.100,,2018-10-17 15:04:28,2018-10-17 15:04:45,17.053s,FAILED
callTestCase,Chrome 69.0.3497.100,,2018-10-17 15:04:28,2018-10-17 15:04:45,16.840s,FAILED
,,,,,,
Test Cases/TestCases/Hamburgbutton,Chrome 69.0.3497.100,click hamburg button,2018-10-17 15:04:45,2018-10-17 15:04:45,0.445s,PASSED
callTestCase,Chrome 69.0.3497.100,,2018-10-17 15:04:45,2018-10-17 15:04:45,0.272s,PASSED
,,,,,,
Test Cases/TestCases/Accountplaner_click,Chrome 69.0.3497.100,click accountplanerbutton,2018-10-17 15:04:45,2018-10-17 15:04:46,1.041s,PASSED
callTestCase,Chrome 69.0.3497.100,,2018-10-17 15:04:46,2018-10-17 15:04:46,0.856s,PASSED
