Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MySuite,Chrome 70.0.3538.67,,2018-10-23 19:59:29,2018-10-23 19:59:52,23.882s,ERROR
,,,,,,
Test Cases/TestCases/35722,Chrome 70.0.3538.67,,2018-10-23 19:59:29,2018-10-23 19:59:52,23.487s,ERROR
waitForJQueryLoad,Chrome 70.0.3538.67,,2018-10-23 19:59:29,2018-10-23 19:59:31,1.402s,PASSED
callTestCase,Chrome 70.0.3538.67,,2018-10-23 19:59:31,2018-10-23 19:59:31,0.000s,NOT_RUN
callTestCase,Chrome 70.0.3538.67,,2018-10-23 19:59:31,2018-10-23 19:59:31,0.000s,NOT_RUN
callTestCase,Chrome 70.0.3538.67,,2018-10-23 19:59:31,2018-10-23 19:59:31,0.000s,NOT_RUN
callTestCase,Chrome 70.0.3538.67,,2018-10-23 19:59:31,2018-10-23 19:59:52,21.722s,FAILED
