Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MySuite,Chrome 70.0.3538.67,,2018-10-23 19:25:35,2018-10-23 19:26:46,1m - 10.183s,FAILED
,,,,,,
Test Cases/TestCases/35722,Chrome 70.0.3538.67,,2018-10-23 19:25:36,2018-10-23 19:26:46,1m - 9.619s,FAILED
waitForJQueryLoad,Chrome 70.0.3538.67,,2018-10-23 19:25:36,2018-10-23 19:25:38,1.672s,PASSED
callTestCase,Chrome 70.0.3538.67,,2018-10-23 19:25:38,2018-10-23 19:25:38,0.002s,NOT_RUN
callTestCase,Chrome 70.0.3538.67,,2018-10-23 19:25:38,2018-10-23 19:25:38,0.004s,NOT_RUN
callTestCase,Chrome 70.0.3538.67,,2018-10-23 19:25:38,2018-10-23 19:25:38,0.002s,NOT_RUN
callTestCase,Chrome 70.0.3538.67,,2018-10-23 19:25:38,2018-10-23 19:26:46,1m - 7.547s,FAILED
