Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MySuite,Chrome 69.0.3497.100,,2018-10-19 18:09:53,2018-10-19 18:12:25,2m - 31.665s,FAILED
,,,,,,
Test Cases/PageObjects/Common/OpenAppURL,Chrome 69.0.3497.100,to open any url in a given browser,2018-10-19 18:09:53,2018-10-19 18:10:01,8.157s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-19 18:09:54,2018-10-19 18:09:57,3.457s,PASSED
common.RobotX.RoboKeyPressSpecial,Chrome 69.0.3497.100,,2018-10-19 18:09:57,2018-10-19 18:09:57,0.144s,PASSED
common.RobotX.RoboKeyPress,Chrome 69.0.3497.100,,2018-10-19 18:09:57,2018-10-19 18:10:01,4.079s,PASSED
common.RobotX.RoboKeyPressSpecial,Chrome 69.0.3497.100,,2018-10-19 18:10:01,2018-10-19 18:10:01,0.102s,PASSED
,,,,,,
Test Cases/TestCases/Login,Chrome 69.0.3497.100,,2018-10-19 18:10:01,2018-10-19 18:10:56,54.574s,PASSED
callTestCase,Chrome 69.0.3497.100,,2018-10-19 18:10:02,2018-10-19 18:10:56,54.316s,PASSED
,,,,,,
Test Cases/TestCases/35722,Chrome 69.0.3497.100,,2018-10-19 18:10:56,2018-10-19 18:12:24,1m - 27.617s,FAILED
callTestCase,Chrome 69.0.3497.100,,2018-10-19 18:10:56,2018-10-19 18:12:24,1m - 27.306s,FAILED
