Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MySuite,Chrome 70.0.3538.67,,2018-10-23 18:09:18,2018-10-23 18:11:48,2m - 30.425s,FAILED
,,,,,,
Test Cases/PageObjects/Common/OpenAppURL,Chrome 70.0.3538.67,to open any url in a given browser,2018-10-23 18:09:18,2018-10-23 18:09:27,8.181s,PASSED
openBrowser,Chrome 70.0.3538.67,,2018-10-23 18:09:19,2018-10-23 18:09:22,3.483s,PASSED
common.RobotX.RoboKeyPressSpecial,Chrome 70.0.3538.67,,2018-10-23 18:09:22,2018-10-23 18:09:23,0.155s,PASSED
common.RobotX.RoboKeyPress,Chrome 70.0.3538.67,,2018-10-23 18:09:23,2018-10-23 18:09:27,4.024s,PASSED
common.RobotX.RoboKeyPressSpecial,Chrome 70.0.3538.67,,2018-10-23 18:09:27,2018-10-23 18:09:27,0.102s,PASSED
,,,,,,
Test Cases/TestCases/Login,Chrome 70.0.3538.67,,2018-10-23 18:09:27,2018-10-23 18:10:51,1m - 24.184s,PASSED
callTestCase,Chrome 70.0.3538.67,,2018-10-23 18:09:27,2018-10-23 18:10:51,1m - 23.928s,PASSED
,,,,,,
Test Cases/TestCases/Dashboard,Chrome 70.0.3538.67,,2018-10-23 18:10:51,2018-10-23 18:11:36,45.372s,PASSED
callTestCase,Chrome 70.0.3538.67,,2018-10-23 18:10:51,2018-10-23 18:11:36,45.139s,PASSED
,,,,,,
Test Cases/TestCases/35722,Chrome 70.0.3538.67,,2018-10-23 18:11:36,2018-10-23 18:11:48,12.230s,FAILED
waitForJQueryLoad,Chrome 70.0.3538.67,,2018-10-23 18:11:36,2018-10-23 18:11:36,0.070s,PASSED
callTestCase,Chrome 70.0.3538.67,,2018-10-23 18:11:36,2018-10-23 18:11:38,1.096s,PASSED
callTestCase,Chrome 70.0.3538.67,,2018-10-23 18:11:38,2018-10-23 18:11:48,10.905s,FAILED
